datetime,node_id,tag_id,tag_rssi,tag_volt
2025/09/01 08:00:12.990,700,0081f9860722,-88,3.0
2025/09/01 08:00:12.990,700,0c61cfc14afb,-87,2.96
2025/09/01 08:00:12.990,700,0081f9860a37,-85,2.9699999999999998
2025/09/01 08:00:12.990,700,0081f9860a22,-83,2.91
2025/09/01 08:00:12.990,700,0081f986064e,-77,2.96
2025/09/01 08:00:12.990,700,0081f986075f,-70,2.92
2025/09/01 08:00:12.990,700,0081f9860745,-69,2.9699999999999998
2025/09/01 08:00:12.990,700,0081f986075d,-68,2.91
2025/09/01 08:00:12.990,700,0081f9860736,-66,2.91
2025/09/01 08:00:15.019,730,0081f9860736,-91,2.91
2025/09/01 08:00:15.019,730,0081f98609cf,-90,2.9699999999999998
2025/09/01 08:00:15.019,730,0081f986075f,-89,2.92
2025/09/01 08:00:15.019,730,0081f986487f,-88,3.01
2025/09/01 08:00:15.019,730,0081f9860248,-88,2.9699999999999998
2025/09/01 08:00:15.019,730,0081f9860745,-87,2.9699999999999998
2025/09/01 08:00:15.019,730,0081f986064e,-87,2.96
2025/09/01 08:00:15.019,730,0081f9860a37,-87,2.9699999999999998
2025/09/01 08:00:15.019,730,0081f9860722,-86,3.0
2025/09/01 08:00:15.019,730,0081f9860a22,-72,2.91
2025/09/01 08:00:15.019,730,0081f986075d,-63,2.91
2025/09/01 08:00:16.363,694,0081f9860736,-92,2.91
2025/09/01 08:00:16.363,694,0081f9860745,-91,2.9699999999999998
2025/09/01 08:00:16.363,694,0081f986075f,-90,2.92
2025/09/01 08:00:20.902,695,0c61cfc14afb,-86,2.96
2025/09/01 08:00:20.902,695,0081f986487f,-86,3.01
2025/09/01 08:00:20.902,695,0081f986075f,-85,2.92
2025/09/01 08:00:20.902,695,0081f98609cf,-84,2.9699999999999998
2025/09/01 08:00:20.902,695,0081f986064e,-82,2.96
2025/09/01 08:00:20.902,695,0081f9860722,-81,3.0
2025/09/01 08:00:20.902,695,0081f9860736,-78,2.91
2025/09/01 08:00:20.902,695,0081f9860a37,-77,2.9699999999999998
2025/09/01 08:00:20.902,695,0081f9860745,-74,2.9699999999999998
2025/09/01 08:00:20.902,695,0081f9860a22,-59,2.91
