bukken,ttl,epoc,rowdata,datetime
tama_b,1762736739,1752109538892,"{""gwid"":""g18"",""ch"":30,""sf"":11,""panid"":20101,""node"":{""id"":726,""rssi"":-59,""interval"":80,""seq"":87,""voltage"":1,""ext_volt"":-1,""ext_rssi"":0,""ext_vbat"":0,""temperature"":24.6,""humidity"":61,""pressure"":1012,""acceleration"":0,""adtimes"":0},""tag"":[{""id"":""0081f986075d"",""rssi"":-83,""volt"":2.96},{""id"":""0081f9860662"",""rssi"":-76,""volt"":3.06},{""id"":""0081f9860866"",""rssi"":-69,""volt"":2.9699999999999998},{""id"":""0081f98602f6"",""rssi"":-67,""volt"":3.01},{""id"":""0081f9860356"",""rssi"":-64,""volt"":3.05},{""id"":""0081f986083d"",""rssi"":-62,""volt"":2.9699999999999998},{""id"":""0081f98608fc"",""rssi"":-60,""volt"":2.9699999999999998},{""id"":""0081f986057c"",""rssi"":-60,""volt"":3.14},{""id"":""0081f986053f"",""rssi"":-57,""volt"":3}]}",2025/07/10 10:05:38.892
tama_b,1762736744,1752109544125,"{""gwid"":""g18"",""ch"":28,""sf"":11,""panid"":20101,""node"":{""id"":730,""rssi"":-65,""interval"":80,""seq"":57,""voltage"":1,""ext_volt"":-1,""ext_rssi"":0,""ext_vbat"":0,""temperature"":25,""humidity"":61,""pressure"":1011.5,""acceleration"":0,""adtimes"":0},""tag"":[{""id"":""0081f98608fc"",""rssi"":-73,""volt"":2.9699999999999998},{""id"":""0081f98602f6"",""rssi"":-72,""volt"":3.01},{""id"":""0081f9860866"",""rssi"":-70,""volt"":3.01},{""id"":""0081f9860662"",""rssi"":-70,""volt"":3.06},{""id"":""0081f986057c"",""rssi"":-63,""volt"":3.14},{""id"":""0081f986083d"",""rssi"":-62,""volt"":2.9699999999999998},{""id"":""0081f9860356"",""rssi"":-60,""volt"":3.05},{""id"":""0081f986053f"",""rssi"":-50,""volt"":2.96}]}",2025/07/10 10:05:44.125
tama_b,1762736753,1752109553184,"{""gwid"":""g18"",""ch"":25,""sf"":11,""panid"":20101,""node"":{""id"":727,""rssi"":-59,""interval"":79,""seq"":105,""voltage"":1,""ext_volt"":-1,""ext_rssi"":0,""ext_vbat"":0,""temperature"":25.2,""humidity"":59,""pressure"":1011.6,""acceleration"":0,""adtimes"":0},""tag"":[{""id"":""0081f986057c"",""rssi"":-68,""volt"":3.14},{""id"":""0081f9860662"",""rssi"":-66,""volt"":3.06},{""id"":""0081f986053f"",""rssi"":-64,""volt"":2.96},{""id"":""0081f98602f6"",""rssi"":-62,""volt"":3.01},{""id"":""0081f9860356"",""rssi"":-62,""volt"":3.05},{""id"":""0081f9860866"",""rssi"":-61,""volt"":2.9699999999999998},{""id"":""0081f98608fc"",""rssi"":-53,""volt"":2.9699999999999998},{""id"":""0081f986083d"",""rssi"":-50,""volt"":2.9699999999999998}]}",2025/07/10 10:05:53.184
tama_b,1762736765,1752109565249,"{""gwid"":""g18"",""ch"":26,""sf"":11,""panid"":20101,""node"":{""id"":728,""rssi"":-59,""interval"":80,""seq"":65,""voltage"":1,""ext_volt"":-1,""ext_rssi"":0,""ext_vbat"":0,""temperature"":25,""humidity"":60,""pressure"":1012,""acceleration"":0,""adtimes"":0},""tag"":[{""id"":""0081f9860662"",""rssi"":-68,""volt"":3.06},{""id"":""0081f986053f"",""rssi"":-61,""volt"":3},{""id"":""0081f98602f6"",""rssi"":-58,""volt"":3.01},{""id"":""0081f9860356"",""rssi"":-55,""volt"":3.05},{""id"":""0081f98608fc"",""rssi"":-53,""volt"":2.9699999999999998},{""id"":""0081f986057c"",""rssi"":-53,""volt"":3.14},{""id"":""0081f986083d"",""rssi"":-53,""volt"":2.9699999999999998},{""id"":""0081f9860866"",""rssi"":-51,""volt"":3.01}]}",2025/07/10 10:06:05.249
tama_b,1762736793,1752109592755,"{""gwid"":""g18"",""ch"":27,""sf"":11,""panid"":20101,""node"":{""id"":729,""rssi"":-49,""interval"":81,""seq"":51,""voltage"":1,""ext_volt"":-1,""ext_rssi"":0,""ext_vbat"":0,""temperature"":26.1,""humidity"":60,""pressure"":1012.7,""acceleration"":0,""adtimes"":0},""tag"":[{""id"":""0081f98608fc"",""rssi"":-72,""volt"":2.9699999999999998},{""id"":""0081f9860662"",""rssi"":-67,""volt"":3.06},{""id"":""0081f986057c"",""rssi"":-67,""volt"":3.14},{""id"":""0081f9860356"",""rssi"":-64,""volt"":3.05},{""id"":""0081f986053f"",""rssi"":-63,""volt"":3},{""id"":""0081f9860866"",""rssi"":-61,""volt"":2.9699999999999998},{""id"":""0081f98602f6"",""rssi"":-58,""volt"":3.01},{""id"":""0081f986083d"",""rssi"":-54,""volt"":2.9699999999999998}]}",2025/07/10 10:06:32.755
tama_b,1762736819,1752109618740,"{""gwid"":""g18"",""ch"":30,""sf"":11,""panid"":20101,""node"":{""id"":726,""rssi"":-49,""interval"":80,""seq"":89,""voltage"":1,""ext_volt"":-1,""ext_rssi"":0,""ext_vbat"":0,""temperature"":24.6,""humidity"":61,""pressure"":1012,""acceleration"":0,""adtimes"":0},""tag"":[{""id"":""0081f986075d"",""rssi"":-93,""volt"":2.91},{""id"":""0081f9860662"",""rssi"":-78,""volt"":3.06},{""id"":""0081f98602f6"",""rssi"":-70,""volt"":3.01},{""id"":""0081f9860866"",""rssi"":-70,""volt"":3.01},{""id"":""0081f9860356"",""rssi"":-69,""volt"":3.05},{""id"":""0081f98608fc"",""rssi"":-61,""volt"":2.9699999999999998},{""id"":""0081f986083d"",""rssi"":-60,""volt"":2.9699999999999998},{""id"":""0081f986057c"",""rssi"":-60,""volt"":3.14},{""id"":""0081f986053f"",""rssi"":-59,""volt"":2.96}]}",2025/07/10 10:06:58.740
tama_b,1762736825,1752109624852,"{""gwid"":""g18"",""ch"":28,""sf"":11,""panid"":20101,""node"":{""id"":730,""rssi"":-65,""interval"":81,""seq"":59,""voltage"":1,""ext_volt"":-1,""ext_rssi"":0,""ext_vbat"":0,""temperature"":25,""humidity"":61,""pressure"":1011.6,""acceleration"":0,""adtimes"":0},""tag"":[{""id"":""0081f986075d"",""rssi"":-88,""volt"":2.96},{""id"":""0081f9860866"",""rssi"":-79,""volt"":3.01},{""id"":""0081f986057c"",""rssi"":-72,""volt"":3.14},{""id"":""0081f9860662"",""rssi"":-72,""volt"":3.06},{""id"":""0081f986083d"",""rssi"":-68,""volt"":2.9699999999999998},{""id"":""0081f9860356"",""rssi"":-68,""volt"":3.05},{""id"":""0081f98608fc"",""rssi"":-65,""volt"":2.9699999999999998},{""id"":""0081f98602f6"",""rssi"":-58,""volt"":3.01},{""id"":""0081f986053f"",""rssi"":-45,""volt"":2.96}]}",2025/07/10 10:07:04.852
tama_b,1762736832,1752109632439,"{""gwid"":""g18"",""ch"":25,""sf"":11,""panid"":20101,""node"":{""id"":727,""rssi"":-59,""interval"":80,""seq"":107,""voltage"":1,""ext_volt"":-1,""ext_rssi"":0,""ext_vbat"":0,""temperature"":25.2,""humidity"":59,""pressure"":1011.7,""acceleration"":0,""adtimes"":0},""tag"":[{""id"":""0081f9860662"",""rssi"":-84,""volt"":3.06},{""id"":""0081f9860866"",""rssi"":-76,""volt"":2.9699999999999998},{""id"":""0081f986053f"",""rssi"":-65,""volt"":3},{""id"":""0081f98602f6"",""rssi"":-62,""volt"":3.01},{""id"":""0081f9860356"",""rssi"":-62,""volt"":3.05},{""id"":""0081f986057c"",""rssi"":-59,""volt"":3.14},{""id"":""0081f986083d"",""rssi"":-55,""volt"":2.9699999999999998},{""id"":""0081f98608fc"",""rssi"":-50,""volt"":2.9699999999999998}]}",2025/07/10 10:07:12.439
tama_b,1762736846,1752109645682,"{""gwid"":""g18"",""ch"":26,""sf"":11,""panid"":20101,""node"":{""id"":728,""rssi"":-71,""interval"":81,""seq"":67,""voltage"":1,""ext_volt"":-1,""ext_rssi"":0,""ext_vbat"":0,""temperature"":24.9,""humidity"":60,""pressure"":1012.1,""acceleration"":0,""adtimes"":0},""tag"":[{""id"":""0081f9860662"",""rssi"":-69,""volt"":3.06},{""id"":""0081f98602f6"",""rssi"":-66,""volt"":3.01},{""id"":""0081f986053f"",""rssi"":-66,""volt"":3},{""id"":""0081f9860356"",""rssi"":-59,""volt"":3.05},{""id"":""0081f986057c"",""rssi"":-56,""volt"":3.14},{""id"":""0081f986083d"",""rssi"":-53,""volt"":2.9699999999999998},{""id"":""0081f98608fc"",""rssi"":-53,""volt"":2.9699999999999998},{""id"":""0081f9860866"",""rssi"":-50,""volt"":2.9699999999999998}]}",2025/07/10 10:07:25.682
tama_b,1762736873,1752109672928,"{""gwid"":""g18"",""ch"":27,""sf"":11,""panid"":20101,""node"":{""id"":729,""rssi"":-53,""interval"":80,""seq"":53,""voltage"":1,""ext_volt"":-1,""ext_rssi"":0,""ext_vbat"":0,""temperature"":26.1,""humidity"":60,""pressure"":1012.7,""acceleration"":0,""adtimes"":0},""tag"":[{""id"":""0081f9860662"",""rssi"":-74,""volt"":3.06},{""id"":""0081f9860866"",""rssi"":-66,""volt"":3.01},{""id"":""0081f986053f"",""rssi"":-65,""volt"":3},{""id"":""0081f98608fc"",""rssi"":-59,""volt"":2.9699999999999998},{""id"":""0081f986057c"",""rssi"":-57,""volt"":3.14},{""id"":""0081f98602f6"",""rssi"":-54,""volt"":3.01},{""id"":""0081f986083d"",""rssi"":-48,""volt"":2.9699999999999998},{""id"":""0081f9860356"",""rssi"":-47,""volt"":3.05}]}",2025/07/10 10:07:52.928
tama_b,1762736899,1752109698575,"{""gwid"":""g18"",""ch"":30,""sf"":11,""panid"":20101,""node"":{""id"":726,""rssi"":-55,""interval"":80,""seq"":91,""voltage"":1,""ext_volt"":-1,""ext_rssi"":0,""ext_vbat"":0,""temperature"":24.6,""humidity"":61,""pressure"":1012,""acceleration"":0,""adtimes"":0},""tag"":[{""id"":""0081f98602f6"",""rssi"":-72,""volt"":3.01},{""id"":""0081f9860662"",""rssi"":-71,""volt"":3.06},{""id"":""0081f9860866"",""rssi"":-71,""volt"":3.01},{""id"":""0081f9860356"",""rssi"":-68,""volt"":3.05},{""id"":""0081f98608fc"",""rssi"":-62,""volt"":2.9699999999999998},{""id"":""0081f986083d"",""rssi"":-62,""volt"":2.9699999999999998},{""id"":""0081f986057c"",""rssi"":-59,""volt"":3.14},{""id"":""0081f986053f"",""rssi"":-54,""volt"":3}]}",2025/07/10 10:08:18.575
tama_b,1762736905,1752109705477,"{""gwid"":""g18"",""ch"":28,""sf"":11,""panid"":20101,""node"":{""id"":730,""rssi"":-61,""interval"":80,""seq"":61,""voltage"":1,""ext_volt"":-1,""ext_rssi"":0,""ext_vbat"":0,""temperature"":25,""humidity"":61,""pressure"":1011.6,""acceleration"":0,""adtimes"":0},""tag"":[{""id"":""0081f98608fc"",""rssi"":-69,""volt"":2.9699999999999998},{""id"":""0081f986057c"",""rssi"":-65,""volt"":3.14},{""id"":""0081f986083d"",""rssi"":-62,""volt"":2.9699999999999998},{""id"":""0081f9860356"",""rssi"":-62,""volt"":3.05},{""id"":""0081f986053f"",""rssi"":-61,""volt"":3},{""id"":""0081f98602f6"",""rssi"":-55,""volt"":3.01},{""id"":""0081f9860866"",""rssi"":-55,""volt"":3.01},{""id"":""0081f9860662"",""rssi"":-51,""volt"":3.06}]}",2025/07/10 10:08:25.477
tama_b,1762736912,1752109711622,"{""gwid"":""g18"",""ch"":25,""sf"":11,""panid"":20101,""node"":{""id"":727,""rssi"":-65,""interval"":79,""seq"":109,""voltage"":1,""ext_volt"":-1,""ext_rssi"":0,""ext_vbat"":0,""temperature"":25.1,""humidity"":60,""pressure"":1011.7,""acceleration"":0,""adtimes"":0},""tag"":[{""id"":""0081f986057c"",""rssi"":-71,""volt"":3.14},{""id"":""0081f9860662"",""rssi"":-70,""volt"":3.06},{""id"":""0081f9860356"",""rssi"":-65,""volt"":3.05},{""id"":""0081f9860866"",""rssi"":-63,""volt"":2.9699999999999998},{""id"":""0081f986053f"",""rssi"":-63,""volt"":3},{""id"":""0081f98602f6"",""rssi"":-62,""volt"":3.01},{""id"":""0081f98608fc"",""rssi"":-53,""volt"":2.9699999999999998},{""id"":""0081f986083d"",""rssi"":-49,""volt"":2.9699999999999998}]}",2025/07/10 10:08:31.622
tama_b,1762736926,1752109726065,"{""gwid"":""g18"",""ch"":26,""sf"":11,""panid"":20101,""node"":{""id"":728,""rssi"":-65,""interval"":80,""seq"":69,""voltage"":1,""ext_volt"":-1,""ext_rssi"":0,""ext_vbat"":0,""temperature"":24.8,""humidity"":61,""pressure"":1012.1,""acceleration"":0,""adtimes"":0},""tag"":[{""id"":""0081f9860356"",""rssi"":-65,""volt"":3.05},{""id"":""0081f986053f"",""rssi"":-65,""volt"":3},{""id"":""0081f98608fc"",""rssi"":-63,""volt"":2.9699999999999998},{""id"":""0081f98602f6"",""rssi"":-62,""volt"":3.01},{""id"":""0081f986057c"",""rssi"":-60,""volt"":3.14},{""id"":""0081f986083d"",""rssi"":-58,""volt"":2.9699999999999998},{""id"":""0081f9860866"",""rssi"":-46,""volt"":2.9699999999999998}]}",2025/07/10 10:08:46.065
tama_b,1762736954,1752109753574,"{""gwid"":""g18"",""ch"":27,""sf"":11,""panid"":20101,""node"":{""id"":729,""rssi"":-45,""interval"":81,""seq"":55,""voltage"":1,""ext_volt"":-1,""ext_rssi"":0,""ext_vbat"":0,""temperature"":26.1,""humidity"":60,""pressure"":1012.8,""acceleration"":0,""adtimes"":0},""tag"":[{""id"":""0081f9860662"",""rssi"":-88,""volt"":3.06},{""id"":""0081f986053f"",""rssi"":-66,""volt"":3},{""id"":""0081f98608fc"",""rssi"":-61,""volt"":2.9699999999999998},{""id"":""0081f9860866"",""rssi"":-59,""volt"":2.9699999999999998},{""id"":""0081f986057c"",""rssi"":-57,""volt"":3.14},{""id"":""0081f98602f6"",""rssi"":-55,""volt"":3.01},{""id"":""0081f986083d"",""rssi"":-50,""volt"":2.9699999999999998},{""id"":""0081f9860356"",""rssi"":-45,""volt"":3.05}]}",2025/07/10 10:09:13.574
tama_b,1762736979,1752109778502,"{""gwid"":""g18"",""ch"":30,""sf"":11,""panid"":20101,""node"":{""id"":726,""rssi"":-53,""interval"":80,""seq"":93,""voltage"":1,""ext_volt"":-1,""ext_rssi"":0,""ext_vbat"":0,""temperature"":24.6,""humidity"":61,""pressure"":1012,""acceleration"":0,""adtimes"":0},""tag"":[{""id"":""0081f986075d"",""rssi"":-90,""volt"":2.96},{""id"":""0081f9860662"",""rssi"":-72,""volt"":3.06},{""id"":""0081f9860356"",""rssi"":-70,""volt"":3.05},{""id"":""0081f9860866"",""rssi"":-70,""volt"":3.01},{""id"":""0081f986057c"",""rssi"":-67,""volt"":3.14},{""id"":""0081f98602f6"",""rssi"":-65,""volt"":3.01},{""id"":""0081f98608fc"",""rssi"":-64,""volt"":2.9699999999999998},{""id"":""0081f986083d"",""rssi"":-63,""volt"":2.92},{""id"":""0081f986053f"",""rssi"":-55,""volt"":3}]}",2025/07/10 10:09:38.502
tama_b,1762736991,1752109790722,"{""gwid"":""g18"",""ch"":25,""sf"":11,""panid"":20101,""node"":{""id"":727,""rssi"":-59,""interval"":79,""seq"":111,""voltage"":1,""ext_volt"":-1,""ext_rssi"":0,""ext_vbat"":0,""temperature"":25.1,""humidity"":60,""pressure"":1011.6,""acceleration"":0,""adtimes"":0},""tag"":[{""id"":""0081f9860662"",""rssi"":-77,""volt"":3.06},{""id"":""0081f9860866"",""rssi"":-66,""volt"":2.9699999999999998},{""id"":""0081f98602f6"",""rssi"":-66,""volt"":3.01},{""id"":""0081f9860356"",""rssi"":-61,""volt"":3.05},{""id"":""0081f986057c"",""rssi"":-58,""volt"":3.14},{""id"":""0081f986083d"",""rssi"":-56,""volt"":2.9699999999999998},{""id"":""0081f986053f"",""rssi"":-56,""volt"":3},{""id"":""0081f98608fc"",""rssi"":-53,""volt"":2.92}]}",2025/07/10 10:09:50.722
tama_b,1762736991,1752109790840,"{""gwid"":""g18"",""ch"":28,""sf"":11,""panid"":20101,""node"":{""id"":730,""rssi"":-61,""interval"":81,""seq"":63,""voltage"":1,""ext_volt"":-1,""ext_rssi"":0,""ext_vbat"":0,""temperature"":24.9,""humidity"":61,""pressure"":1011.5,""acceleration"":0,""adtimes"":0},""tag"":[{""id"":""0081f9860662"",""rssi"":-82,""volt"":3.06},{""id"":""0081f98608fc"",""rssi"":-70,""volt"":2.92},{""id"":""0081f9860356"",""rssi"":-65,""volt"":3.05},{""id"":""0081f986083d"",""rssi"":-64,""volt"":2.9699999999999998},{""id"":""0081f986057c"",""rssi"":-64,""volt"":3.14},{""id"":""0081f9860866"",""rssi"":-63,""volt"":3.01},{""id"":""0081f98602f6"",""rssi"":-56,""volt"":3.01},{""id"":""0081f986053f"",""rssi"":-50,""volt"":3}]}",2025/07/10 10:09:50.840
tama_b,1762737006,1752109806377,"{""gwid"":""g18"",""ch"":26,""sf"":11,""panid"":20101,""node"":{""id"":728,""rssi"":-65,""interval"":81,""seq"":71,""voltage"":1,""ext_volt"":-1,""ext_rssi"":0,""ext_vbat"":0,""temperature"":24.9,""humidity"":61,""pressure"":1012.1,""acceleration"":0,""adtimes"":0},""tag"":[{""id"":""0081f9860356"",""rssi"":-65,""volt"":3.05},{""id"":""0081f9860662"",""rssi"":-64,""volt"":3.06},{""id"":""0081f986053f"",""rssi"":-61,""volt"":3},{""id"":""0081f98608fc"",""rssi"":-61,""volt"":2.92},{""id"":""0081f98602f6"",""rssi"":-55,""volt"":3.01},{""id"":""0081f986057c"",""rssi"":-53,""volt"":3.14},{""id"":""0081f986083d"",""rssi"":-52,""volt"":2.92},{""id"":""0081f9860866"",""rssi"":-50,""volt"":3.01}]}",2025/07/10 10:10:06.377
tama_b,1762737034,1752109833960,"{""gwid"":""g18"",""ch"":27,""sf"":11,""panid"":20101,""node"":{""id"":729,""rssi"":-53,""interval"":80,""seq"":57,""voltage"":1,""ext_volt"":-1,""ext_rssi"":0,""ext_vbat"":0,""temperature"":26.1,""humidity"":60,""pressure"":1012.8,""acceleration"":0,""adtimes"":0},""tag"":[{""id"":""0081f9860662"",""rssi"":-82,""volt"":3.06},{""id"":""0081f986057c"",""rssi"":-66,""volt"":3.14},{""id"":""0081f98608fc"",""rssi"":-65,""volt"":2.92},{""id"":""0081f9860866"",""rssi"":-61,""volt"":2.9699999999999998},{""id"":""0081f986053f"",""rssi"":-57,""volt"":3},{""id"":""0081f98602f6"",""rssi"":-54,""volt"":3.01},{""id"":""0081f986083d"",""rssi"":-50,""volt"":2.92},{""id"":""0081f9860356"",""rssi"":-47,""volt"":3.05}]}",2025/07/10 10:10:33.960
tama_b,1762737058,1752109858262,"{""gwid"":""g18"",""ch"":30,""sf"":11,""panid"":20101,""node"":{""id"":726,""rssi"":-59,""interval"":79,""seq"":95,""voltage"":1,""ext_volt"":-1,""ext_rssi"":0,""ext_vbat"":0,""temperature"":24.6,""humidity"":61,""pressure"":1012.1,""acceleration"":0,""adtimes"":0},""tag"":[{""id"":""0081f9860356"",""rssi"":-78,""volt"":3.05},{""id"":""0081f9860662"",""rssi"":-76,""volt"":3.06},{""id"":""0081f9860866"",""rssi"":-72,""volt"":2.9699999999999998},{""id"":""0081f98608fc"",""rssi"":-70,""volt"":2.88},{""id"":""0081f986057c"",""rssi"":-66,""volt"":3.14},{""id"":""0081f98602f6"",""rssi"":-65,""volt"":3.06},{""id"":""0081f986083d"",""rssi"":-63,""volt"":2.9699999999999998},{""id"":""0081f986053f"",""rssi"":-62,""volt"":3}]}",2025/07/10 10:10:58.262
tama_b,1762737066,1752109866272,"{""gwid"":""g18"",""ch"":28,""sf"":11,""panid"":20101,""node"":{""id"":730,""rssi"":-71,""interval"":80,""seq"":65,""voltage"":1,""ext_volt"":-1,""ext_rssi"":0,""ext_vbat"":0,""temperature"":24.9,""humidity"":61,""pressure"":1011.5,""acceleration"":0,""adtimes"":0},""tag"":[{""id"":""0081f9860866"",""rssi"":-80,""volt"":2.9699999999999998},{""id"":""0081f9860662"",""rssi"":-73,""volt"":3.06},{""id"":""0081f986083d"",""rssi"":-71,""volt"":2.92},{""id"":""0081f986057c"",""rssi"":-68,""volt"":3.14},{""id"":""0081f98602f6"",""rssi"":-68,""volt"":3.01},{""id"":""0081f98608fc"",""rssi"":-67,""volt"":2.92},{""id"":""0081f9860356"",""rssi"":-55,""volt"":3.05},{""id"":""0081f986053f"",""rssi"":-51,""volt"":2.96}]}",2025/07/10 10:11:06.272
tama_b,1762737070,1752109869727,"{""gwid"":""g18"",""ch"":25,""sf"":11,""panid"":20101,""node"":{""id"":727,""rssi"":-59,""interval"":79,""seq"":113,""voltage"":1,""ext_volt"":-1,""ext_rssi"":0,""ext_vbat"":0,""temperature"":25.1,""humidity"":60,""pressure"":1011.6,""acceleration"":0,""adtimes"":0},""tag"":[{""id"":""0081f9860662"",""rssi"":-79,""volt"":3.06},{""id"":""0081f986053f"",""rssi"":-65,""volt"":2.96},{""id"":""0081f98602f6"",""rssi"":-63,""volt"":3.01},{""id"":""0081f9860866"",""rssi"":-61,""volt"":2.9699999999999998},{""id"":""0081f986057c"",""rssi"":-61,""volt"":3.14},{""id"":""0081f9860356"",""rssi"":-59,""volt"":3.05},{""id"":""0081f98608fc"",""rssi"":-58,""volt"":2.92},{""id"":""0081f986083d"",""rssi"":-50,""volt"":2.92}]}",2025/07/10 10:11:09.727
tama_b,1762737087,1752109886863,"{""gwid"":""g18"",""ch"":26,""sf"":11,""panid"":20101,""node"":{""id"":728,""rssi"":-65,""interval"":80,""seq"":73,""voltage"":1,""ext_volt"":-1,""ext_rssi"":0,""ext_vbat"":0,""temperature"":24.9,""humidity"":61,""pressure"":1012.1,""acceleration"":0,""adtimes"":0},""tag"":[{""id"":""0081f9860662"",""rssi"":-68,""volt"":3.06},{""id"":""0081f986053f"",""rssi"":-65,""volt"":2.96},{""id"":""0081f9860356"",""rssi"":-60,""volt"":3.05},{""id"":""0081f98602f6"",""rssi"":-59,""volt"":3.01},{""id"":""0081f98608fc"",""rssi"":-58,""volt"":2.92},{""id"":""0081f986057c"",""rssi"":-55,""volt"":3.14},{""id"":""0081f986083d"",""rssi"":-53,""volt"":2.92},{""id"":""0081f9860866"",""rssi"":-47,""volt"":3.01}]}",2025/07/10 10:11:26.863
tama_b,1762737114,1752109914343,"{""gwid"":""g18"",""ch"":27,""sf"":11,""panid"":20101,""node"":{""id"":729,""rssi"":-53,""interval"":80,""seq"":59,""voltage"":1,""ext_volt"":-1,""ext_rssi"":0,""ext_vbat"":0,""temperature"":26.1,""humidity"":60,""pressure"":1012.7,""acceleration"":0,""adtimes"":0},""tag"":[{""id"":""0081f986053f"",""rssi"":-66,""volt"":2.96},{""id"":""0081f9860662"",""rssi"":-66,""volt"":3.06},{""id"":""0081f9860866"",""rssi"":-65,""volt"":2.9699999999999998},{""id"":""0081f98608fc"",""rssi"":-61,""volt"":2.92},{""id"":""0081f98602f6"",""rssi"":-57,""volt"":3.01},{""id"":""0081f986057c"",""rssi"":-56,""volt"":3.14},{""id"":""0081f986083d"",""rssi"":-49,""volt"":2.9699999999999998},{""id"":""0081f9860356"",""rssi"":-48,""volt"":3.05}]}",2025/07/10 10:11:54.343
tama_b,1762737138,1752109938110,"{""gwid"":""g18"",""ch"":30,""sf"":11,""panid"":20101,""node"":{""id"":726,""rssi"":-49,""interval"":80,""seq"":97,""voltage"":1,""ext_volt"":-1,""ext_rssi"":0,""ext_vbat"":0,""temperature"":24.6,""humidity"":61,""pressure"":1012.1,""acceleration"":0,""adtimes"":0},""tag"":[{""id"":""0081f9860662"",""rssi"":-86,""volt"":3.06},{""id"":""0081f98608fc"",""rssi"":-72,""volt"":2.92},{""id"":""0081f9860866"",""rssi"":-68,""volt"":2.9699999999999998},{""id"":""0081f98602f6"",""rssi"":-65,""volt"":3.01},{""id"":""0081f9860356"",""rssi"":-64,""volt"":3.05},{""id"":""0081f986057c"",""rssi"":-61,""volt"":3.14},{""id"":""0081f986083d"",""rssi"":-57,""volt"":2.9699999999999998},{""id"":""0081f986053f"",""rssi"":-51,""volt"":3}]}",2025/07/10 10:12:18.110
tama_b,1762737147,1752109946792,"{""gwid"":""g18"",""ch"":28,""sf"":11,""panid"":20101,""node"":{""id"":730,""rssi"":-77,""interval"":81,""seq"":67,""voltage"":1,""ext_volt"":-1,""ext_rssi"":0,""ext_vbat"":0,""temperature"":25,""humidity"":62,""pressure"":1011.5,""acceleration"":0,""adtimes"":0},""tag"":[{""id"":""0081f9860866"",""rssi"":-80,""volt"":2.9699999999999998},{""id"":""0081f9860662"",""rssi"":-78,""volt"":3.06},{""id"":""0081f986057c"",""rssi"":-68,""volt"":3.14},{""id"":""0081f986083d"",""rssi"":-64,""volt"":2.9699999999999998},{""id"":""0081f9860356"",""rssi"":-63,""volt"":3.05},{""id"":""0081f98608fc"",""rssi"":-62,""volt"":2.9699999999999998},{""id"":""0081f98602f6"",""rssi"":-58,""volt"":3.01},{""id"":""0081f986053f"",""rssi"":-57,""volt"":3}]}",2025/07/10 10:12:26.792
tama_b,1762737149,1752109949041,"{""gwid"":""g18"",""ch"":25,""sf"":11,""panid"":20101,""node"":{""id"":727,""rssi"":-55,""interval"":79,""seq"":115,""voltage"":1,""ext_volt"":-1,""ext_rssi"":0,""ext_vbat"":0,""temperature"":25.2,""humidity"":60,""pressure"":1011.7,""acceleration"":0,""adtimes"":0},""tag"":[{""id"":""0081f9860866"",""rssi"":-75,""volt"":3.01},{""id"":""0081f9860356"",""rssi"":-64,""volt"":3.05},{""id"":""0081f9860662"",""rssi"":-63,""volt"":3.06},{""id"":""0081f98602f6"",""rssi"":-62,""volt"":3.01},{""id"":""0081f986053f"",""rssi"":-60,""volt"":3},{""id"":""0081f986057c"",""rssi"":-58,""volt"":3.14},{""id"":""0081f986083d"",""rssi"":-56,""volt"":2.9699999999999998},{""id"":""0081f98608fc"",""rssi"":-48,""volt"":2.9699999999999998}]}",2025/07/10 10:12:29.041
tama_b,1762737168,1752109967523,"{""gwid"":""g18"",""ch"":26,""sf"":11,""panid"":20101,""node"":{""id"":728,""rssi"":-59,""interval"":80,""seq"":75,""voltage"":1,""ext_volt"":-1,""ext_rssi"":0,""ext_vbat"":0,""temperature"":25,""humidity"":61,""pressure"":1012,""acceleration"":0,""adtimes"":0},""tag"":[{""id"":""0081f9860662"",""rssi"":-73,""volt"":3.06},{""id"":""0081f9860356"",""rssi"":-70,""volt"":3.05},{""id"":""0081f986053f"",""rssi"":-65,""volt"":3},{""id"":""0081f986083d"",""rssi"":-64,""volt"":2.9699999999999998},{""id"":""0081f98608fc"",""rssi"":-60,""volt"":2.92},{""id"":""0081f98602f6"",""rssi"":-58,""volt"":3.01},{""id"":""0081f986057c"",""rssi"":-53,""volt"":3.14},{""id"":""0081f9860866"",""rssi"":-46,""volt"":2.9699999999999998}]}",2025/07/10 10:12:47.523
tama_b,1762737195,1752109994755,"{""gwid"":""g18"",""ch"":27,""sf"":11,""panid"":20101,""node"":{""id"":729,""rssi"":-53,""interval"":81,""seq"":61,""voltage"":1,""ext_volt"":-1,""ext_rssi"":0,""ext_vbat"":0,""temperature"":26.1,""humidity"":61,""pressure"":1012.7,""acceleration"":0,""adtimes"":0},""tag"":[{""id"":""0081f986053f"",""rssi"":-68,""volt"":3},{""id"":""0081f9860662"",""rssi"":-68,""volt"":3.06},{""id"":""0081f986057c"",""rssi"":-65,""volt"":3.14},{""id"":""0081f98608fc"",""rssi"":-59,""volt"":2.92},{""id"":""0081f9860866"",""rssi"":-59,""volt"":3.01},{""id"":""0081f98602f6"",""rssi"":-58,""volt"":3.01},{""id"":""0081f9860356"",""rssi"":-57,""volt"":3.05},{""id"":""0081f986083d"",""rssi"":-48,""volt"":2.9699999999999998}]}",2025/07/10 10:13:14.755
